f0,Gvv0,f1,Gvv1,f2,Gvv2
1734.3387470997682,3.676142638209866e-17,,,,
1741.2993039443159,3.509713205697202e-17,,,,
1748.259860788863,3.350818506934689e-17,,,,
1755.2204176334108,3.150092255394172e-17,,,,
1762.1809744779584,3.0074786198462634e-17,,,,
1769.1415313225061,2.8273196799631975e-17,,,,
1776.1020881670534,2.699318876899315e-17,,,,
1785.3828306264504,2.4987318424126705e-17,,,,
1792.3433874709976,2.3856071452881207e-17,,,,
1798.1438515081209,2.2864143099980318e-17,,,,
1852.668213457077,2.2952587759977682e-17,,,,
1859.6287703016242,2.422734562800464e-17,,,,
1865.4292343387474,2.5376198297109472e-17,,,,
1873.5498839907195,2.699318876899315e-17,,,,
1880.5104408352668,2.849235653718751e-17,,,,
1887.4709976798144,3.0074786198462634e-17,,,,
1894.4315545243621,3.248905573870455e-17,,,,
1900.232018561485,3.429345704895201e-17,,,,
1908.352668213457,3.850464099040295e-17,,,,
1915.3132250580047,4.290040926047002e-17,,,,
1922.2737819025524,4.7798007392785245e-17,,,,
1929.2343387471,5.325472530691942e-17,,,,
1936.1948955916473,5.842511791723737e-17,,,,
1941.9953596287705,6.55996328108289e-17,,,,
1950.1160092807427,7.36551671322508e-17,,,,
1957.0765661252904,7.95678750502845e-17,,,,
1964.0371229698376,8.595522875740594e-17,,,,
1970.9976798143853,9.214109879944041e-17,,,,
1977.958236658933,9.877214231992455e-17,,,,
1984.9187935034806,1.0425782292730912e-16,,,,
1991.8793503480279,1.0266011437921552e-16,,,,
1998.8399071925755,9.877214231992455e-17,,,,
